"","genotype_in","popsize","genotype","media","mat","sd.ls","medianLS","Delta_LL","AvgLS","gompLoglik","gompRate","gompShape","weibLogLik","weibScale","weibShape"
"2483",2520,160,"LF960","YPD","MATalpha",9.16690108333771,26,11.4509015334396,25.675,-592.965241908777,0.00652605324722789,0.0905908519479882,-581.514340375337,28.6903140803315,3.00262381504493
"2484",2521,140,"LF960","YPD","MATalpha",11.8043553722936,30,4.63229277140852,31.05,-547.06772400496,0.00492736888980343,0.0774661365369962,-542.435431233552,34.8438003852957,2.87913852366691
"2485",2522,100,"LF960","YPD","MATalpha",11.7561546313908,27,1.83314464856591,28.07,-388.88002842288,0.00693944638766087,0.0741622013598249,-387.046883774314,31.5723624646539,2.57570530335913
"2486",2523,80,"LF960","YPD","MATalpha",11.5982252570781,30,0.0147320776218294,31.3875,-310.043871498753,0.00422790189359711,0.0825328875751878,-310.029139421131,35.0575086313456,2.95448710507647
"2487",2524,160,"LF960","YPD","MATalpha",12.1986167248586,29.5,4.74219708984117,30.20625,-629.692447123222,0.00600738864785488,0.0721435914095099,-624.950250033381,33.968369924388,2.68707790489693
"2488",2525,280,"LF960","YPD","MATalpha",10.3887173428039,28,11.8631225744607,28.9,-1064.06523965954,0.0050589537235677,0.0860333085547654,-1052.20211708508,32.307267180044,3.03062793126758
"2489",2526,100,"LF960","YPD","MATalpha",14.4095086451253,26.5,2.61730390391256,28.68,-406.754226937933,0.0108686244038641,0.0507089551254696,-404.13692303402,32.390766679168,2.10772672784513
"2490",2527,479,"LF960","YPD","MATalpha",12.9834926604595,28,33.5504709049364,29.8789144050104,-1924.97618716738,0.00842891744758456,0.0588156381334077,-1891.42571626245,33.7419740766244,2.46908827682302
"2491",2528,218,"LF960","YPD","MATalpha",9.75911300500206,27,18.9118623609352,27.8669724770642,-824.032233592894,0.00600545710941602,0.083795326417998,-805.120371231959,31.1376041202224,3.06574917183299
"2492",2529,159,"LF960","YPD","MATalpha",13.9188082060656,31,8.00132533288001,32.7735849056604,-647.914660776969,0.00671433270374361,0.0588454342971894,-639.913335444089,36.9643166203693,2.54251465461016
"2493",2530,145,"LF960","YPD","MATalpha",14.1899335643049,17,-5.8484248477414,17.8827586206897,-556.539359015149,0.036416908023046,0.0265321318470647,-562.38778386289,18.4392650845233,1.09158360701477
"2494",2531,110,"LF960","YPD","MATalpha",13.1692770574234,16,-5.20582029537388,17.0363636363636,-415.711001720915,0.0363595117989621,0.0314170924838267,-420.916822016289,17.7000835453098,1.12104581649609
"2495",2532,120,"LF960","YPD","MATalpha",10.2035859023241,17,-0.908311627217074,18.2666666666667,-441.73146860345,0.0197549569812017,0.0680614442233375,-442.639780230667,20.5081045681052,1.83377221863151
"2496",2533,85,"LF960","YPD","MATalpha",12.3352106982081,16,-3.33717870698166,16.2823529411765,-316.924566087714,0.0376805001642809,0.0337890785396445,-320.261744794696,17.2435636866881,1.19960835976124
"2497",2534,140,"SK1224","YPD","MATa",7.81708606402502,18,17.5369804243529,19.15,-500.656618629422,0.0149325070075254,0.0850180679212438,-483.119638205069,21.5420647063032,2.57163338463024
"2498",2535,1280,"LF960","YPD","MATalpha",9.51155213916075,27,93.7169371978707,27.42421875,-4796.30999775952,0.00570022370214212,0.0882479924505877,-4702.59306056165,30.6120704238758,3.09519107949039
"2499",2536,120,"LF960","YPD","MATalpha",10.2864301026986,27,9.85231652778049,28.5666666666667,-457.359103859959,0.00557693166770386,0.0832365464063388,-447.506787332179,32.033487690875,3.02616578028752
"2500",2537,1099,"LF960","YPD","MATalpha",10.3715890298511,27,63.9852820501983,27.697907188353,-4180.93270731128,0.0060981954023886,0.0828747095931257,-4116.94742526109,31.0751652650317,2.90280695420803
"2501",2538,140,"LF960","YPD","MATalpha",13.5982946606288,21.5,-7.11340062134661,21.2928571428571,-547.742522907256,0.0213147271445381,0.0439495193331041,-554.855923528603,23.3957473673948,1.48432907691256
"2502",2539,140,"LF960","YPD","MATalpha",10.412696811192,24,8.90218924312717,24.9142857142857,-531.959626113381,0.00920684610071945,0.0757836823853061,-523.057436870254,28.0775899913548,2.58063553907584
"2503",2540,99,"LF960","YPD","MATalpha",12.6605785583877,32,3.60582657222602,32.5555555555556,-392.801163959667,0.0047832223105767,0.0729507549829505,-389.195337387441,36.6307293837611,2.84748468128438
"2504",2541,414,"LF960","YPD","MATalpha",10.8868638126524,28,18.7566676852148,28.6642512077295,-1590.71754151201,0.00582252279654622,0.0803687042385919,-1571.96087382679,32.1593288502741,2.8597777764673
"2505",2542,140,"LF960","YPD","MATalpha",10.2994626627219,21.5,10.8253247752573,23.0857142857143,-530.367783897731,0.0120332761970808,0.0706817264387302,-519.542459122474,26.0807071978449,2.40062915043165
"2506",2543,144,"LF960","YPD","MATalpha",12.442314447529,28,7.99126429290538,29.6666666666667,-574.423937188207,0.00835005832318413,0.0605538757290854,-566.432672895302,33.3197874809171,2.51435827233194
"2507",2544,140,"LF960","YPD","MATalpha",10.9838337713454,30,5.46590111587784,29.6,-537.378178457745,0.00489920165717668,0.0837928194111281,-531.912277341867,33.1996646971735,2.97248290970628
"2508",2545,119,"LF960","YPD","MATalpha",9.67097952827528,22,7.27675099809551,22.7142857142857,-443.677162396692,0.0107802181820996,0.0793184944860258,-436.400411398596,25.5736862810426,2.50329763253235
"2509",2546,200,"LF960","YPD","MATalpha",10.878681147896,29,5.37587809453373,29.105,-764.168107880232,0.00490772231250193,0.0857620535369165,-758.792229785698,32.6346574673385,2.9509273241889
"2510",2547,240,"LF960","YPD","MATalpha",11.2406097490919,29.5,1.96540106205669,28.4875,-921.920022741586,0.00563816062346281,0.08203118772915,-919.954621679529,31.9752296936984,2.76729560376823
"2511",2548,275,"LF960","YPD","MATalpha",11.1723103064946,29,8.03948929954231,29.0654545454545,-1059.5766718351,0.00555003010650471,0.0805404872576733,-1051.53718253556,32.6127165943784,2.83995805513429
"2512",2549,380,"LF960","YPD","MATalpha",12.0201408882771,29,21.9892462653806,28.5657894736842,-1495.3952355138,0.00783902587714823,0.0669817886775501,-1473.40598924842,32.2283253610243,2.57468732433205
"2513",2550,600,"LF960","YPD","MATalpha",11.2755381315401,29,23.0337149480347,29.1116666666667,-2321.50138881873,0.00587894437176021,0.0778797202512861,-2298.46767387069,32.6902136332756,2.8114176517353
"2514",2551,120,"LF960","YPD","MATalpha",12.077237426893,30,5.31964470135347,30.85,-471.750297704209,0.00544590778488313,0.0739591033458287,-466.430653002855,34.7061634184279,2.80333666979713
"2515",2552,80,"LF960","YPD","MATalpha",10.8428358194522,34,-1.54436784561364,33.05,-303.595091634203,0.00260025135171982,0.0955282449857351,-305.139459479817,36.6483202814346,3.40278894130846
"2516",2553,239,"LF960","YPD","MATalpha",12.2229747227115,29,6.14815409398898,29.3138075313808,-940.645431895714,0.0068496124781869,0.0698581481858412,-934.497277801725,32.9820884833836,2.58428757963735
"2517",2554,120,"LF960","YPD","MATalpha",10.024392519158,28,10.2986270034289,28.375,-455.342144973331,0.0055938247407443,0.084284551426239,-445.043517969903,31.7646667501691,3.07128003464609
"2518",2555,159,"LF960","YPD","MATalpha",9.92024962384089,15,3.80428256291736,16.9937106918239,-582.142196715866,0.026492243086948,0.0570447467856217,-578.337914152949,19.051241797562,1.75568819456024
"2519",2556,80,"LF960","YPD","MATalpha",10.6173669529059,27.5,3.82315522589255,28.175,-305.019856546864,0.00574542069561327,0.0832879633023174,-301.196701320972,31.6022328346874,2.912330879146
"2520",2557,140,"LF960","YPD","MATalpha",11.5860847003844,28,9.0317812664365,29.9928571428571,-547.596474120479,0.00603158820256771,0.0733288482407275,-538.564692854043,33.7199449929639,2.81767137550125
"2521",2558,120,"LF960","YPD","MATalpha",9.68321412829138,27,6.12683409418236,27.4916666666667,-447.658958912176,0.004913810133131,0.0940362898739717,-441.532124817994,30.7381522875912,3.11216361487276
"2522",2559,80,"LF960","YPD","MATalpha",12.6083908167276,28.5,9.325739835489,31.375,-322.991818671852,0.00791965075810275,0.0574048300279468,-313.666078836363,35.3295321452801,2.64722065500203
"2523",2560,360,"LF960","YPD","MATalpha",9.86002271664543,23,25.9300218413196,25.0527777777778,-1355.05829284681,0.00831043451460468,0.0808781907233489,-1329.12827100549,28.1592541357703,2.72847029075984
"2524",2561,80,"LF960","YPD","MATalpha",10.33707227851,29,8.91214370740869,29.175,-308.245017012876,0.00641191209711597,0.0752882616008118,-299.332873305468,32.6365973718238,3.02101276196698
"2525",2562,220,"LF960","YPD","MATalpha",9.13880326942085,24,18.7440963378051,24.6090909090909,-815.22310028062,0.00781298841908846,0.0872201351033123,-796.479003942815,27.5853268171811,2.89593969842532
"2526",2563,80,"LF960","YPD","MATalpha",10.1992491657133,21.5,8.48805633443499,24.525,-303.981307534258,0.00993806552265067,0.0738639508672979,-295.493251199823,27.7126469739931,2.60099488589961
"2527",2564,112,"LF960","YPD","MATalpha",9.82904057423911,19,3.78055444267648,20.1428571428571,-416.45792981593,0.0166809995685654,0.0682679018873864,-412.677375373254,22.6216255317597,2.1096464440398
"2528",2565,80,"LF960","YPD","MATalpha",9.29801938893236,15.5,3.88449863307068,17.45,-289.900684093936,0.021177238813944,0.0705484108806571,-286.016185460865,19.7367314601214,1.99600898126529
"2529",2566,65,"LF960","YPD","MATalpha",12.7855838289127,19,-2.7997772574754,18.5384615384615,-247.384981196741,0.026343939556359,0.0448036425245634,-250.184758454217,20.2941894669122,1.3966035609294
"2530",2567,80,"LF960","YPD","MATalpha",9.28500049419574,16,7.48322172149602,18.9375,-294.376566698528,0.0195254841524667,0.0663407436346962,-286.893344977032,21.4012060025273,2.16061261441456
"2531",2568,200,"LF960","YPD","MATalpha",11.671018092548,27,15.200180181905,28.72,-784.184179267419,0.0073975063112397,0.0691396710444784,-768.983999085514,32.3845526052435,2.66457937475331
"2532",2569,240,"BR2200","YPD","MATa",10.4287447411408,22,3.09311664089967,21.6666666666667,-899.327092921464,0.0126818494824142,0.0747871036862428,-896.233976280564,24.4566027601465,2.20413644025562
"2533",2570,160,"LF960","YPD","MATalpha",10.9232888359555,31,6.28413920238847,31.7,-613.830642570833,0.00367731858744433,0.0873542650213819,-607.546503368445,35.4205130622491,3.22626539314132
"2534",2571,75,"LF960","YPD","MATalpha",14.6543601112526,18,-3.40070479360202,18.92,-291.248922616383,0.0325228861624785,0.0286710676935387,-294.649627409985,19.7639585879948,1.13949976109281
"2535",2572,116,"LF960","YPD","MATalpha",13.7610007786057,17,-4.70280643284303,17.4913793103448,-442.357383704057,0.0369338970816827,0.0277378163407262,-447.0601901369,18.1390363272541,1.11201557899684
"2536",2573,178,"BR2200","YPD","MATa",9.98879585628524,33,5.82827811995332,32.5280898876404,-668.402942549448,0.00277098470403995,0.0963315010646296,-662.574664429495,36.0126484088419,3.63822833975144
"2537",2574,120,"BR2200","YPD","MATa",9.28644308710736,27,3.97491339786069,27.075,-440.128109056477,0.00410920250464725,0.104405985462388,-436.153195658616,30.2349735545836,3.25407395958986
"2538",2575,100,"BR2200","YPD","MATa",11.3167615027043,30,5.32810379308171,29.46,-387.146222413675,0.00559610895826036,0.0785547024119092,-381.818118620594,33.1362209141388,2.87547928873637
"2539",2576,100,"BR2200","YPD","MATa",10.3761332592706,28,4.0234935021416,27.25,-377.13678722961,0.00543207035355342,0.0896911825125835,-373.113293727469,30.6439667726209,2.92210700097532
"2540",2577,160,"BR2200","YPD","MATa",11.2423121880391,28,-0.43086460564507,28.51875,-615.762416938094,0.00604920499888573,0.0793032737179966,-616.193281543739,31.9123398504464,2.71976045644395
"2541",2578,779,"LF960","YPD","MATalpha",15.174914855132,30,46.6401727767284,32.6842105263158,-3235.94441227439,0.00861266511996605,0.0489701036007852,-3189.30423949766,36.9838502924401,2.30983443650603
"2542",2579,360,"LF960","YPD","MATalpha",10.2647373502239,25,37.4607061027914,26.4916666666667,-1380.25967231055,0.00874744547375232,0.0719071125646419,-1342.79896620776,29.7664543133171,2.75399185695254
"2543",2580,160,"LF960","YPD","MATalpha",14.6089366441988,30,6.5173384199411,31.08125,-655.159452024428,0.00847937625816295,0.0539029782879772,-648.642113604487,35.1887788371745,2.29792726061041
"2544",2581,320,"SK1295","YPD","MATa",11.0328023309007,22,2.73913299664173,22.0375,-1214.21338103971,0.0135511179070997,0.0683775126679692,-1211.47424804307,24.8686578289039,2.10186961556128
"2545",2582,180,"LF960","YPD","MATalpha",9.57691429423543,25,16.5541217064642,26.0944444444444,-675.859666682932,0.00712995813741506,0.0839637717787759,-659.305544976468,29.2612355887691,2.93171425567396
"2546",2583,80,"LF960","YPD","MATalpha",8.61150797597338,16,3.06784351513005,15.7625,-285.126242430585,0.0289122942617606,0.0621354564461194,-282.058398915455,17.6683238456337,1.86723465269135
"2547",2584,80,"LF960","YPD","MATalpha",8.40057261459983,19,7.9289019039943,19.75,-289.156338572546,0.0144848676479941,0.0820352741173475,-281.227436668551,22.2600030176418,2.51573348823132
"2548",2585,160,"SK1173","YPD","MATalpha",10.5237004157403,23,11.186170863167,25.2375,-610.285527881451,0.00913941455159996,0.074526972877082,-599.099357018284,28.4522843021274,2.5857732701553
"2549",2586,259,"LF960","YPD","MATalpha",11.3743130016154,27,13.0237873793085,28.0694980694981,-1003.69068676756,0.00680107422561436,0.0753636976463945,-990.666899388247,31.6302935539489,2.68883914971795
"2550",2587,78,"LF960","YPD","MATalpha",8.39835109008316,18.5,7.7398102578137,20.3205128205128,-281.391004980628,0.0118221524224792,0.0900667912507934,-273.651194722814,22.9208363395692,2.59683031215662
"2551",2588,99,"LF960","YPD","MATalpha",9.99762907370764,19,6.80736538226159,19.9191919191919,-369.293889059165,0.018010790107019,0.0645881163408481,-362.486523676903,22.5272761253025,2.1193066159118
"2552",2589,759,"LF960","YPD","MATalpha",9.83788591219199,27,28.8921045495013,26.8471673254282,-2837.23347230199,0.00553777724553831,0.0915568313318005,-2808.34136775249,30.0592797370473,2.98253985785408
"2553",2590,698,"LF960","YPD","MATalpha",11.9142789870633,30,19.9104557305564,30.9169054441261,-2728.22930895151,0.0049288210521444,0.0777574210573106,-2708.31885322095,34.7503023544238,2.85694743448882
"2554",2591,180,"LF960","YPD","MATalpha",10.6039751631795,28.5,0.8091302837596,28.1388888888889,-681.94018336432,0.00505156061345584,0.0888272994285957,-681.13105308056,31.487155001798,2.8886317393823
"2555",2592,970,"LF960","YPD","MATalpha",10.4818310288703,25,29.6179223809913,25.1072164948454,-3676.06404817596,0.00845301479498427,0.0790002101316673,-3646.44612579497,28.2426270393461,2.57247715886242
"2556",2593,400,"LF960","YPD","MATalpha",9.7434480909868,26,21.1459191180375,25.3675,-1497.42982692561,0.00742262661990237,0.0851339729877514,-1476.28390780757,28.4460729085433,2.80477183863339
"2557",2594,120,"LF960","YPD","MATalpha",7.53635446721173,20,8.08594037802618,21.1,-420.28223122308,0.00760389622212865,0.112641828035422,-412.196290845054,23.5857910604445,3.01785060602683
"2558",2595,160,"LF960","YPD","MATalpha",10.3720851023827,20,4.11926501759672,21.43125,-599.782757375715,0.0135344149372275,0.0725035956821659,-595.663492358118,24.2002686752799,2.19403792048004
"2559",2596,160,"LF960","YPD","MATalpha",12.0693342242376,29,4.12816601909412,28.78125,-629.807333502227,0.00770171390119154,0.0670581214877137,-625.679167483133,32.3012309966025,2.5220887255855
"2560",2597,419,"LF960","YPD","MATalpha",11.9582416444802,30,23.2778506969742,30.3914081145585,-1652.19890018141,0.00655670149624649,0.0685743861888382,-1628.92104948444,34.1490192218151,2.75248272523108
"2561",2598,109,"LF960","YPD","MATalpha",12.4906624995314,17,-5.66595481762903,17.2385321100917,-410.659533203555,0.0333457076682426,0.0367336397808803,-416.325488021184,18.326271641536,1.22905119723242
"2562",2599,79,"LF960","YPD","MATalpha",9.62926878153897,28,-2.98909967230287,27.0886075949367,-289.73342124793,0.00412083286284885,0.104257416175112,-292.722520920233,30.0998278027843,3.10488258797485
"2563",2600,120,"LF960","YPD","MATalpha",11.4218204850749,26,2.13027476463282,26.25,-462.04406131351,0.00802572894010547,0.0752280207111249,-459.913786548877,29.5964501026205,2.48840295998434
"2564",2601,120,"LF960","YPD","MATalpha",9.67191492804554,24,6.19601886269879,24.3166666666667,-447.141323117269,0.00813701299551061,0.0857500107536054,-440.94530425457,27.3184964613796,2.71575472161514
"2565",2602,120,"LF960","YPD","MATalpha",11.2131094496313,29,-1.99308498348768,29.325,-459.680093555789,0.00483802975177124,0.0852712527722803,-461.673178539276,32.7773516992902,2.84524642512813
"2566",2603,160,"LF960","YPD","MATalpha",8.3165341679114,24,5.979820581372,24.10625,-569.752341158311,0.00475738977065303,0.115617469612362,-563.772520576939,26.9421672129029,3.22710372634309
"2567",2604,200,"GS1875","YPD","MATalpha",9.98337185362937,17,12.8498029866483,20.075,-745.914622445491,0.0171640852261068,0.0665191715128247,-733.064819458843,22.6889319011995,2.1265701102753
"2568",2605,119,"GS1875","YPD","MATalpha",10.3123418962558,31,4.79035509090295,30.8319327731092,-450.167347048776,0.00357252321473191,0.0924873148322956,-445.376991957873,34.3687473134948,3.3269780040218
"2569",2606,100,"GS1875","YPD","MATalpha",10.5423197186627,27,4.10468472424458,27.97,-380.216367485147,0.00566503082068291,0.084779380564003,-376.111682760903,31.3651949473307,2.90780897960292
"2570",2607,139,"GS1875","YPD","MATalpha",10.3883662062219,28,1.72262200327839,28.5179856115108,-525.739681630685,0.00489658791122702,0.0889584850952553,-524.017059627406,31.8323245215416,2.97522659106054
